f1,f2,f3,f4,a1,a2,a3,a4,Kaibel Column (Configuration 21),Agrawal Column (Configuration 130),Configuration 63 (ABC Absent),Configuration 105 (BCD Absent),Sargent Column (Configuration 152)
14.98827269519157,41.17655049626769,8.860649461803348,34.9745273467374,8.298367980497677,5.327117364766934,1.573445227534835,1,179.51431556706936,151.711036661343,126.18259618295377,175.2288371772747,121.06031675205179
32.44242825280174,27.58906575533488,17.35207419099185,22.61643180087154,9.31581845577181,3.845297057869816,2.767748862289313,1,210.45640993671162,181.52994255735808,181.52994255592654,181.52994255591338,181.52993773263753
33.5991484414081,10.32304778327968,25.50884439517618,30.56895938013604,9.751720131846435,6.507240024717711,3.286356473784692,1,152.30824597005738,137.37734085636205,127.14506360212737,142.55571157624783,127.14506361699499
17.70056548405342,35.05622081898676,17.7880014182118,29.45521227874802,10.02945695387128,3.063657761071949,1.866367544455196,1,187.4963428337294,140.6891356658465,140.68913566409577,140.68913566434793,140.68913256098477
34.98200651924262,29.58992916435651,6.49544851382513,28.93261580257572,3.00506302211463,2.471915895407423,1.901842312570126,1,477.18648415000166,356.39161129083647,348.4315138581674,403.21869735416436,348.4315138775632
39.9215569484079,39.37460413524604,12.80727101273078,7.896567903615281,9.666845949715414,6.592017403790578,1.404511096836327,1,262.03179626629816,238.56367259390373,211.5273630329942,258.82600571057185,211.52736304777417
21.6355020613331,4.132756797381576,55.02497088282369,19.20677025846165,4.571680125324129,3.717566741208106,1.716938872951385,1,232.68237177814217,214.03718382837815,228.54770984079818,188.0491315253827,188.0491315418951
28.03406687229112,30.19781666637825,38.20548676382518,3.562629697505445,4.27025024640383,3.23083801933243,2.668222522012884,1,524.505698630986,404.2302620762521,404.23026207545365,404.2302620753503,404.23026207987846
27.7482543982556,24.70262218726176,18.33203591096515,29.21708750351747,3.799763699043965,3.090059064308814,1.308712364131763,1,310.7449708840305,327.9227613984469,266.5674752033369,306.63685136890183,266.5674752181423
42.53059089893841,30.62726408894033,7.465798221793129,19.37634679032813,3.852204746571924,2.273681367166728,1.5080870668328,1,249.45896891559815,173.91115689038162,175.02665973407161,216.95199957285413,173.91115689367837
18.93342562426681,8.080420565794162,22.79817300131051,50.18798080862852,2.499320771870347,2.138623402662855,1.231406680860669,1,389.0187637989327,385.22694320104364,384.71709255868103,358.81327971876664,358.81327973528437
28.73475752332415,36.57609954769618,6.333301316927316,28.35584161205234,4.458072074375458,3.661527080843422,2.279083979483364,1,433.3233485412537,344.7285317472608,337.9838194053012,391.00514696976745,337.9838194200877
11.64669456174506,15.80257356829933,35.09831544937921,37.4524164205764,2.567693854999777,2.119672279873929,1.598006719886296,1,330.25800133916545,250.29999831151088,277.81664508840527,260.6203082001887,214.5193047184644
4.174729302314398,23.78341080265383,31.58750914206707,40.45435075296471,6.634346986325855,1.81869609765945,1.494325512219525,1,432.93941184108445,315.19468629754925,315.1946836392493,315.194686298535,315.19467744281474
18.22629420266937,43.91709765316247,16.62712976193308,21.22947838223509,8.20001722372216,6.622067488765165,2.653360354546696,1,361.3225713616272,301.9254684276871,287.02993065321346,341.00702666876066,287.02993066800275
